smiles_list,monomer_ID,replicate_count,heavy_atom_count,self-diffusion,self-diffusion_std,self-diffusion_count,self-diffusion_raw
*CC(*)c1cc(C)cc(C)c1,PI205,1,10,-0.8023422867605106,0.0,1,2.859215045202213e-13
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,PI466,1,16,-0.871302931905188,0.0,1,2.539067583141667e-13
*C=CC(C)CCCCC*,PI80,1,9,1.9246229895158704,0.0,1,1.5519059083719057e-12
*CC(*)c1ccccc1C,PI83,1,9,0.9227144128561802,0.0,1,1.0867732412378437e-12
*CC(*)OC1CCCCC1,PI308,2,9,-0.34471103736942943,1.8854724247753398e-13,2,4.983752638271115e-13
*CCC1CC(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1*,PI399,1,35,-0.7385811268508041,0.0,1,3.155224072964401e-13
*CC(*)P(=O)(Oc1ccccc1)N(C)C,PI382,1,14,-0.23973102327087292,0.0,1,5.471118802120399e-13
*CC(*)OC(=O)CC1CCCCC1,PI341,2,12,0.46192164647221373,4.224168483804409e-15,2,8.728517583628082e-13
*CC(*)c1ccc(CCCCCCCCCCCC)cc1,PI128,2,20,1.0173091075668186,3.576083035567761e-13,2,1.1306885082317467e-12
*CC(*)c1ccc(C(=O)OC(C)C)cc1,PI163,2,14,-0.4813132395452615,1.8114927589764048e-13,2,4.3495815360906746e-13
